review_text_clean,sentimen
aman akun mudah dihack,positif
tarik tunai klik menu tarik tunai masuk,netral
terima kode otp nomor aktif milik saldo dalam akun aman pin verifikasi wajah sukses kendala kode otp harap tindak dana laku urgensi tolong bantu,positif
info main epep bot gk ush tolol,negatif
aktif dana transaksi fitur dana cicil ga jarang aktif aj pdahal udh premium,netral
dana instan gak tarik,netral
is good magic,netral
akun premium tp karna hp yg android jatuh rusak jd betulin download dana hp iphone dana premium pas masuk jd pas hp android masuk akun premium pindah akun kali chat ana dana solusi premium solusi nya solusi akun premium,positif
ko uang hilang dana rugi gk rekomended nyimpen uang dana hilang,negatif
transaksi gagal uang proses kembali sampe skrang jawbn tolong pertanggng nya dana kembali uang,negatif
bagus cepat proses transfer,positif
kak akun dana proteksi,netral
saran beli emas apk dana beli emas tarik gilir kek eror gitu aneh,netral
gajelas gabisa login bug trus eror,negatif
rada lot akhir moga baharu,netral
aplikasi mudah manfaat,positif
hp dana nya fitur dana yg premium,positif
gimana sih dana uda bayar bpjs saldo uda kuras tpi blom masuk bpjs nya tu saldo tahan kocak banget klo gin gue yg rugi uda coba kontak ana tpi respon nya gitu gitu aja klo gabisa bayar ya gaperlu tarik saldo bgke cek history bayar nya cuman baca proses bgt uda kocak,negatif
apl ngebug setel ganti nomor tolong baik,netral
gw nabung dana gols ehh gak tarik aplikaasi rusak,negatif
bagus masuk biaya admin transfer tiada salah ewalet,positif
prtma kali pakai dana ambil rb tpi tulis tarik saldo dana tarik tunai klik loading beranda tlong balas sya btuh jelas sya bru mke tgl desember premium,netral
saldo potong pemberitahuan pasu sandi bayar apa rugi,netral
aduh akun dana ku buka ingat data enkripsi kunci perangkat solusi nya min,netral
apk bagus memudahakn masyarakat trnsakai kadang eror apk nya,positif
apk gajelas gua baru gabisa masuk akun dana gua mental mental,negatif
mantap mudah cepat,positif
lot banget hrs bgt update mulu tp cek riwayat tf aja gk liat,netral
suka bngt dana ngebantu bngt gampang mudah sema ok bngt top pokony dana no,positif
bantu aplikasi dana mudah transfer transaksi online,positif
untuk dana plis aman perhati uang udah x ambil apk yg udah hapus nggak langgan aplikasi udah ngeaktifin lindung dana udah pilih bayar sandi comot tuh duit apk jahat udah ngajuin refund sampe gadibales sampe x kena rp hilang mohon tingkat,negatif
akun nd buka tbungan emas lgi,netral
top up saldo dana tiktok shop ga nambah saldo riwayat dana tulis dana masuk saldo ga nambah kecewa aplikasi dana,negatif
tranfer bank konvensional,netral
bantu sayang dana playleter,netral
ngirim duit dana bank ga masuk duit nya lapor cs nya tinjau mulu alesan nya,negatif
bantu aman mudah d,positif
mantap tingkat aman saldo,positif
dana cicil muncul cuman dana instan nggak muncul,positif
ok mantap bantu,positif
ka knapa q gx masuk dana mental mulu,netral
tolong knp akun gak buka stlah nerima kirim tolong scpt nya baik tolong tanggung nya kartu nya hilang mohon bantu nya klo hp otp,negatif
min koq akun gk danacicil pay leater mohon bantu min terimakasih,netral
daftar suruh log in akun daftar,netral
puas pakai aplikasi dana bagus kerja ya,positif
tolong baik tarik tunai atmi dana nya loading sinyal lancar,positif
bayar pake qris dana banget ya loading nya,negatif
fitur dana cicil muncul padhal transaksi pakai dana mudah mudah muncul,positif
uang hilang lapor proses uang hilang aplikasi percaya kecewa,negatif
aplkasi dana bantu terimakasih,netral
layan customer proses pindah akun ga jelas,negatif
ati ati duit ilang,netral
bayar gapernah telat limit dana cicil nya tetep aja ribu haduh,netral
bagus moga tingkat aman,positif
dana ribet busukk nomor pin verivikasi wajah tp ttp aja ado kode otp whatsapp atauun sms yg nomor whatsapp hubung dana kartu aktif lantas saldo yg gak masuk aju kali nyampe x aju responya lelet hasil hasil nihill,negatif
gimana gabung program beta,netral
layan cepat transfer,positif
sebel bgt transaksi pin,netral
muncul dana cicil gagal trx kagak dapet menu dana instan dana cicil,positif
aplikasi da dana cilil,netral
aplikasi bagus top up eror bilang transaksi lebih batas tolong baik salah,positif
nomor hilang hangus pin perifikasi wajah knapa kode otp sms wa nomor udah ga aktif mohon bantu nya donk saldo tahan situ,negatif
hallo min login email kait aktif hilang masuk kode dihp rusak total mohon bantu,negatif
hpus apk download lgi apk ttep aja gk masuk trus ngulang mulu udah dri kmren bgth,netral
dana tanggung saldo nasabah,netral
apl dana is the best,positif
cepet proses transfer bayar nya,netral
cocok transaksi mana,netral
dana aman yaa aktivitas curiga yg masuk pin padahall ga pencet link sembarang serasa terror masuk dana aktivitas curiga coba masuk pin setip aman dana,positif
limit dana cicil muncul pas pakai gk tulis dana sedia limit muncul tolong bantu biar say a pakai cicil,netral
update login ngawur apk,netral
aplikasi dana moga depan kendala baik,netral
bantu hemat biaya tenaga,positif
aplikasi busuk trasferan ga masuk dana,negatif
halo ana kirim uang bang kirim,netral
alhamdulillah aplikasi bantu,netral
tolong baik masak dana cicil udah bayar gk pake,netral
buruk banget dana asa gk langgan movie short d ko langgan riwayat bayar cek sedot aju refund koh gk gk bukti bayar gk dana aman aplikasi buruk udah make aplikasi,negatif
bantu transaksi finansial,netral
gin ya dana minimarket kalo isi saldo dana merka uang kalo ga isi ga uang minimarket minimarket pakai uang hasil topup narik paham,negatif
berat banyak iklan game dll butuh butuh ruang simpan guna yg biasa cepat sibuk e wallet buruk banding e wallet dunia moneydigital balas ulas solusi apa dar balas formal baik kurang keluh guna,negatif
tolong cepat sistem nya,positif
hp hilang nomer aktif pin verifikasi face kode otp masuk akun uang situ,negatif
aplikasi ngga bijak dana bajak trs saldo ilang ngga bijak pis,netral
bantu sih pakai aplikasi dana arah lupa pin nomor daftar nya aktif aplikasi pakai,netral
tolong yah knpa ngirim uang eror sukses,positif
apk bagus nngelek,positif
apk rusak parah tolong baik cepat,positif
bantu aplikasi bos,netral
aplikasix knpa lot bangat ya,netral
bagus jd mudah,positif
berulangkali tetep ga masuk udah mulau eror tah,negatif
layan gak gak login suruh verifikasi ktp,negatif
cepat kirim dana k rek bank,positif
mental trs susah akun dana parah banget sih udh upgrade premium jg ga ngirim uang parah,negatif
sistem aman masuk kode otp nomor hilang aktf guna pin vermuk adakan kode otp tanggap tolong dana kecewa suruh alih akun pas alih akun ehh asset hrus kosong konsep nya gmna nih kecewa,negatif
layan mudah bayar tari gampang,positif
ga jelas top up dana tdk masuk sampe minggu yg muter muter,netral
baru bikin kesal,negatif
kesini ga ni apk bug nya gilir butuh duit dana nya ga buka apk busuk,negatif
sedih banget dana gak biaa bantu buay in dana yg kirim rek penipuu lapor aja blibet,negatif
salah kirim saldo dana,netral
mudah transfer mana hemat,positif
solusi nabung aman dana solusi,positif
aktivasi dacil gagal mohon mudah,negatif
knp gak menginstal tolong baik,negatif
login ga mulu sih ga pilih otp sms whatsapp nya paskey gilir masuk ga login baik apk nya sulit masuk nya whatsaap aktif nomer aktif ga login,negatif
bagus banget pakai akun dana,positif
fitur bagus grind suit tx ga login,negatif
guna dana aktif dana fitur fitur dana cicil muncul muncul upgrade konfirmasi ulang ana live chat,netral
fitur dana cicil dana,netral
puas aplikasi dana mudah bertansaksi semangat tingkat layan nya,positif
gw beli emas dana pas udah beli trus saldo nya sedot emas nya ga nambah sial bener aja lu dana,negatif
biar transaksi tahu lancang,netral
terima kasih bantu rakyat,netral
semenjak update login susah udah masuk nomor hp layar hitam suruh masukin nomor,negatif
bagus nyimpen duit,positif
gak gak terima otp sms,negatif
bantu dlm transaksi,netral
apk yhg sngt bantu,netral
kembali fitur dana ga login k dana karna kartu hilang butuh kode otp,negatif
dana cerdas bijak jg profesional,netral
limit dana cicil pakai bayar pulsa data,netral
nyaman pake dana transfer bank aman,positif
gabisa login si,negatif
kembali dana kalo tipu pas aju bukti yg ga terima omong doang ngikutin langkah lapor ga terima mending ga aja tolol,negatif
login hp vivo,netral
knapa yah abis apgret versi ko ngebug gin sih udh brapa kli ulang sma jga,netral
sempel pemakaayan nya mudah paham,positif
apa kena root gajelas tolong baik,negatif
beli token pakai dana cicil gabisa dana cicil tera jenis yg pakai dana cicil beli paket data internet jg suah tera dina cicil proses apk dana fitur tpi fungsi nya payah,negatif
bad banget uang sedot saldo kemarin udh batalin bill fair google banget sedot trus ngk refund,netral
eror sie kk,netral
min tolong kasih dana cicil min udh update dlu nya transaksi min masak blm muncul dana cicil dana instan,positif
ya gk selsaikan mendowload apk dana tolong bantu,netral
login ga aneh bolak menu gimana sih,negatif
bagus ya kadang gak buka,negatif
update dana dompet digital,netral
no sdh hilang aja mintak kode otp sdh no pin scen wajah sdh mintak kode otp,negatif
dana apk beli paket gb kasih gb engga masuk akal harga apk tipu,netral
apk bengak saldo ku hilang k gara gara langgan vpn ga transaksi udah ajuin refund tpi ga sih apk hama,negatif
install gilir buka pola soak ni,netral
dana rusak ngirim uang bank bisa pending jam,negatif
tolong bantu nya ya ken narik dana,netral
apk bikin lapor terima otp karna nomor sudh hilang gaada cuman suruh nunggu,negatif
suka error ga orang urus error jaring masalah wifi super duper kenceng huftt bikin rugi,negatif
parah keamn dana buruk saldo hilang,negatif
suka dwngan aplikasih dana bantu,positif
ku apk dana bantu suka jenis fitur nya terima kasih,positif
moga depan canggi,netral
dana aman pake apk dana ratus orang saldo hilang pertanggungjawaban dana,negatif
gimana sih dana ga pakai data seluler daftar paket transfer nyari wifi hotspot fixx kalo bug udah update instal ulang aja,negatif
apk nya bagus akun update fitur nya,positif
knapa ga login barusaja hati hati modus tipu yg layan pulih akun dana klo akun buka sasar utama untk tipu hecker sadap karna barusan saldo hilang harap komen korban akun yg ats nama pulih akun dana fb whatsapp jgn terima link akun tsb otp,negatif
tolong dana ku pakai karnakan ngebug parah nih,negatif
nomer hilang email lupa pasword login hp udah verivikasi wajah tetep ga masuk verivikasi wajah udah hasil sulit kode otp saat nomer hp aja ilang,negatif
diupdate nggk login ya kendala tolong cerah,netral
gw update ga dana cicil playletter mending gw kasih bintang,negatif
suka banget aplikasi nya beres aplikasi terimakasih dana saru,positif
transaksi tunda saldo milik usaha butuh cepat kecewa kendala,negatif
need more security,netral
apk yg ambil untung doang dana cicil g sll transaksi pkai fitur dana cicil g sampah,netral
dana fitur dana cicil fitur ga penrh akun,negatif
ganti nmr akun dana gimana,netral
aplikasi batu transaksi mudah,positif
iya luwar masuk nya susah banget udah akun nggk buka nggk saldo gimana sih aplokasi jelek,negatif
dana cicil layar nya putih aja,netral
ga muncul dana cicil yah pdhal transaksi,negatif
mohon bantu muncul dana cicil teman muncul udah pakai thun blum muncul,netral
apl yg bagus dn guna mudah jug guna,positif
aktiv fitur dana cicil,netral
sya kasih bintang min dana sya sdh premium sya sdh kelar sya kasih bintang,positif
jamin sesuai d janji pera usaha tengah pakai apk klo gak saldo raib,negatif
dana cicil gak pakek smpek,negatif
login masuk masuk knapa dana gin,netral
kasih bintang mengunakan dana limit topup gak masuk costumer masuk lunas hutang dana gak pakai,negatif
game nya seru banget,netral
yg nya pakai dana cicil skrg gak pdhl bayar dana cicil jatuh tempo bayar skrg bayar dana cicil sedia laku,negatif
transaksi aplikasi dana gagal saldo dana susah tarik halo tim dana lapor kendala alami tranfer saldo aplikasi dana kali transfer muncul notifikasi transaksi proses alas aman akun dana kirim saldo akun dana orang kenal,negatif
dana mohon bantu nya akun dana tidakk fitur dana instan pdahal update fiturnya hilang gitu aja tolong dana kembali fiturnya akun mohon bantu nya terimakasih,netral
hp gue apknya ya rusak udah cache nya hapus udah hp restatart aja sampe data dana hapus tetep kebal hadeweeh bikin apknlagi kayak gin pay qris nggak kluar kluar,negatif
sayang fitur nya boss gx dana cicil,netral
baru gak login akun ceht dgn oporator dana nya,negatif
upgrade premium aja susah ribet gagal mulu mending pakai ovo aja,negatif
transaksi gagal alas aman tiket lapor proses solusi,positif
guna dana cicil gk lengkap mending hapus aja,negatif
sipp mantabb akses mudah sukses slalu,positif
uang ilang trus cleaning service gak bnr klou belit belit,negatif
apani aman jamin saldo sedot,positif
kadang suka ngelek,positif
bagus bantu bank tp kadang terima transfer admin tolong tingkat kualitas nya,positif
plis aplikasi dompet digital guna bayar listrik isi ulang kuota suka pake aplikasi mohon cepat atas bug resah mohon baik orang mengunakan aplikasi dompet digital terimakasih,positif
apk rusak ga bs update sllu bug parah klo login trs capeh parah ga bs mulus apk,negatif
dana cicil g bsa dpke pdhl udah lunas tagih smua gk dpke,netral
admin staf lelet kerja ngurusin ampun yg ktanya d proses hasil nihil ga recommended bgt nih apk kalo minus bintang gw kasih minus bintang,negatif
aplikasi buka tampil nya gelap trus klik icon dana mhn info nya hp sdh restra kali hasil,netral
aplikasi nggak digunain ya update loh suruh update update aplikasi update update aneh emang aplikasi dana aplikasi gagal kalah go pay ovo aplikasi maksimal guna kendala,negatif
pakai dana fitur paylater nya tolong baik aplikasinua,positif
ni aplikasi bantu makasih min,netral
enak bgt pkek dana muda cepat,positif
cukum bagus utuk,positif
mbak knoa nggk buka login nya slalu k d hapus trus d download aplikasi nya nggk gitu ambil duit jdi nggk bsa yg ganti rugi nya bikin orang jdi susah mbak,negatif
dana cicil sya lunas ingat bayar mana adu chat bot gakjelas,negatif
muncul dana cicilnyaa udh traksi udh pernium,netral
sdh jd member premium skrg g cash back undi biar sdh isi tetep g dpt beli token pulsa jg g cash back voucher,positif
tolong baik bugnya makasoh,netral
sayah butuh fitur dana cicil,netral
transfer uang akun dana kerabat bank gak transfer uang,negatif
love you all dana,netral
tolong dana yg dana cicil beda beda ya akun udah gampang aja dana cicil gua trend udah apk nya tp sampek skrg gakada cicil tolong bantu ken dana darurat nya,positif
saldo hilang langgan transaksi mana,negatif
dompet digital yg bagu transaksi dingan muda,netral
kembali dana ga cs lapor aplikasi ga guna ga aman pake dana,negatif
aplikasi dana ga dana cicil nya,negatif
limit dana cicil ga pake,negatif
diupdate gak buka,negatif
